id,value,label
2961,0.1745,yKrkRQfl
2962,0.0197,zomUJcZw
2963,0.1015,jpynGCjQ
2964,0.1573,msqdcmge
2965,0.0283,KtsBzPXn
2966,0.9977,chUQJXud
2967,0.5937,iQSgmPbz
2968,0.5169,ERQMUUsM
2969,0.7292,qXWYGTfJ
2970,0.8583,qzgWwlXG
2971,0.1315,omRwMgSI
2972,0.8726,IULmgTaw
2973,0.0732,chqDuQIv
2974,0.4454,TpJKvVAM
2975,0.5929,feoNMSMF
2976,0.4856,AAfEbPUI
2977,0.3859,mBvAKMeQ
2978,0.3532,vEZGItZN
2979,0.5363,iyBaXLia
2980,0.6383,CJXpikkv
2981,0.0177,ALLbBcux
2982,0.8843,NEZtHsoC
2983,0.4117,UnzDXtAv
2984,0.3726,TrzfwscI
2985,0.7956,QkpWecGw
2986,0.5886,hLhBXwNl
2987,0.7705,KzmJfzCf
2988,0.7828,RfoyhShI
2989,0.1385,tQrbdrEb
2990,0.9935,LIECkSux
2991,0.5204,yqflkPoB
2992,0.7724,dbelipWZ
2993,0.4917,YowDYvZv
2994,0.3875,AzkfFthi
2995,0.778,GcimgUot
2996,0.7436,xSXjetDc
2997,0.2624,VSiSTadu
2998,0.0434,CfjEzCOz
2999,0.6142,EtkehuqC
3000,0.812,SpihPnCn
3001,0.5442,uLmxypcX
3002,0.8376,TVbhJGQV
3003,0.788,FmDaenWO
3004,0.8734,DMRQPGMS
3005,0.3784,IFULvCOp
3006,0.9688,leeNAfSS
3007,0.6335,qXreKiHx
3008,0.5872,aqcsaMPP
3009,0.9027,xpQxlbfQ
3010,0.3537,VoyXhrYF
3011,0.7906,xnlSWnGE
3012,0.9211,BaXmflMZ
3013,0.2889,jGYdRaiN
3014,0.4509,mdHczXmJ
3015,0.0362,bBvrvequ
3016,0.3885,pdwXuFTt
3017,0.6356,EAondaHv
3018,0.1065,ZVxyNxXN
3019,0.2219,yDqkkZbB
3020,0.1106,UxDNRZob
3021,0.9219,npXQrExl
3022,0.2333,IpDvKrWl
3023,0.9856,yJQLsVTN
3024,0.3111,KEjGYluf
3025,0.7397,yRmZlDpw
3026,0.913,ozLWkMDs
3027,0.5261,SYmGTIux
3028,0.0925,KZXokgNV
3029,0.3905,WwsDfTQy
3030,0.1253,TghbKEFW
3031,0.371,npkEKxfp
3032,0.9772,HsaTFmIy
3033,0.8399,fCuXEhqF
3034,0.8522,cbWucceX
3035,0.819,IMeqddEk
3036,0.2579,nOGAhemc
3037,0.7399,AIkSItDc
3038,0.6804,XVQSykWd
3039,0.2637,ngJXyGGv
3040,0.901,sqvFgdZC
3041,0.8788,bleLuoyd
3042,0.6297,YlbjngGF
3043,0.4236,jVFdSwam
3044,0.2253,EdDljrOB
3045,0.8855,HuxftFxn
3046,0.8457,DRijjFNn
3047,0.6838,oXPMwKCA
3048,0.8721,TdOlcnFB
3049,0.3205,zerKEIKO
3050,0.9098,KizyFisf
3051,0.1519,LnumivUY
3052,0.3953,bhqpBaGr
3053,0.6192,DzOLYPkR
3054,0.9767,SqsDHhLo
3055,0.0853,dJZYxlBh
3056,0.3551,XywfsCLi
3057,0.208,PCsXbXKE
3058,0.1661,nHhyYRif
3059,0.888,JBkiwLZN
3060,0.2906,sjyaGRCh
3061,0.47,RdJiFwUG
3062,0.3262,iMrrJbXU
3063,0.0324,fpBngwiJ
3064,0.0129,vZhmbMBa
3065,0.9044,IJTHkxPD
3066,0.9806,NhXbFTKl
3067,0.422,UwuDLpmS
3068,0.2542,onXuwnyb
3069,0.5466,pMCfLevh
3070,0.9454,Riagesqa
3071,0.6098,PFYvMOgR
3072,0.7083,tKKgPCcA
3073,0.5482,ZHHmVMXS
3074,0.3061,ZjrTksOe
3075,0.9146,OQqJRyKC
3076,0.1772,cexBamnY
3077,0.8023,BPaNyRwP
3078,0.8495,qUjZlXrJ
3079,0.295,MFjqPDxx
3080,0.5996,ZeJOZPlK
3081,0.7586,yYwnNJeu
3082,0.5495,YSYDVcNT
3083,0.6593,YjOkKEta
3084,0.514,owMgAEAG
3085,0.2273,JVoUMMLD
3086,0.7551,yTRgfVru
3087,0.0486,OSkJMTJT
3088,0.1455,tHXSAAfO
3089,0.2582,mDumLUaa
3090,0.2372,EGYSXHpo
3091,0.4626,UITqfYxE
3092,0.8283,MhHWomNR
3093,0.9935,fuWMmEVk
3094,0.6112,rGKDcQKD
3095,0.4292,AqAlIrIP
3096,0.072,yqQZJzXk
3097,0.9961,HfJyXeVH
3098,0.1933,IHaAlEhk
3099,0.7116,qaVvErXr
3100,0.7658,LlNYWJuk
3101,0.4586,qIrgGiEc
3102,0.1397,gnzpPrbm
3103,0.3569,tKZcZbvy
3104,0.0736,vqWPDPPf
3105,0.1601,CmIeHyMO
3106,0.8427,qwvVihYH
3107,0.6562,GspvKman
3108,0.3697,QrrgvKwz
3109,0.4873,CPqPmhvZ
3110,0.5766,FnQbBKQu
3111,0.377,IQhXUDjJ
3112,0.1497,DtrbfObH
3113,0.916,bLXJicEk
3114,0.3093,bwyifjdH
3115,0.6859,NQEHRMiV
3116,0.7832,FfSlyiVc
3117,0.0557,DTAHxoxc
3118,0.2861,DzCUPUWd
3119,0.1935,iIRMbeZv
3120,0.5769,cpvvAqMo
3121,0.4084,RvKbwRni
3122,0.6276,VZjxxynz
3123,0.9061,nwQKoqyO
3124,0.0529,whFAxVCi
3125,0.5225,PhPhuLKN
3126,0.2572,wakzHWbu
3127,0.7172,CakJYupy
3128,0.8699,RHhEjgjN
3129,0.2625,CsZIoRPe
3130,0.6039,YCnbwWga
3131,0.5144,LuTfiyHL
3132,0.0548,RdlwCtxt
3133,0.6994,HpecYeWD
3134,0.0005,JcfCsLac
3135,0.348,pyJWlJje
3136,0.9898,iUyVPyHJ
3137,0.654,SrlFqTZM
3138,0.2544,NstJGMIi
3139,0.2813,vfOkpWOS
3140,0.0929,UjxOFlxw
3141,0.7516,MOJxBMUN
3142,0.0048,BrNQxFcs
3143,0.2983,LAeoFAkQ
3144,0.3374,uocsnrDE
3145,0.4367,jtmhwEfg
3146,0.6915,cKtKdBvw
3147,0.5117,CZqlimQv
3148,0.5001,kQxKHKSa
3149,0.7594,UhSnsYzW
3150,0.0087,SpQQATzP
3151,0.8645,LhdNoYnL
3152,0.28,pajmxfLV
3153,0.6822,ZTewxzBQ
3154,0.3441,hRjxXwVA
3155,0.6187,ECxyprnx
3156,0.2949,dogFZLEJ
3157,0.213,ZVJYwKrZ
3158,0.9879,EnUAbhoY
3159,0.2863,pFvOsgUZ
3160,0.4096,PhgVTdWy
3161,0.6572,rnbqmtgg
3162,0.6357,pmlwJQVL
3163,0.9084,dvHoxTvS
3164,0.7998,fGkKzSCz
3165,0.7583,cueKpGAA
3166,0.3767,sqReWiSJ
3167,0.176,hWVBCwcW
3168,0.8342,FuVFNjAi
3169,0.6927,BoTrcelJ
3170,0.8145,CTxPNiMV
3171,0.208,wtwpOWMC
3172,0.1362,XKOjhytb
3173,0.2432,aZzDRweM
3174,0.4067,IllHsTNX
3175,0.7042,yrwkHSSx
3176,0.6443,NcrrsElW
3177,0.7759,lHQirWxV
3178,0.3122,inNYrrVB
3179,0.7264,KlExVxcf
3180,0.4156,YBXsEHSu
3181,0.6449,muOTtaYo
3182,0.6712,UMwMkLGd
3183,0.6898,oFsyJbIw
3184,0.1617,JnqRJoio
3185,0.4882,bCqdgLlX
3186,0.5759,bgLAeNhl
3187,0.3559,CcUCZbJX
3188,0.366,lxRkubHx
3189,0.1657,NdqtFItK
3190,0.5814,UszDFttU
3191,0.3242,HJuDGxps
3192,0.8901,RUDGWJgS
3193,0.8969,hWXUOHAO
3194,0.0743,HfdGjpVz
3195,0.7105,qdkPIyuG
3196,0.2621,kAOhXjLJ
3197,0.242,LeiZToMi
3198,0.2003,OmHPbnjL
3199,0.8227,UsRiyqDK
3200,0.2823,QFnhVmip
3201,0.0082,CEXOkpYY
3202,0.262,AtdlNGJU
3203,0.4275,vjmQggbi
3204,0.0863,KkeleEpb
3205,0.6181,XcCBdtvQ
3206,0.1578,gDJTbiIj
3207,0.3926,DQkwhNTG
3208,0.4891,ZYKKdzaI
3209,0.6908,UefANpqT
3210,0.112,LObUmXnt
3211,0.0278,znBOrQzs
3212,0.7034,sSxlQNku
3213,0.8352,IXAdHSMN
3214,0.3155,UNYYXNDt
3215,0.7715,duyaEoVS
3216,0.9678,uFShNlxb
3217,0.1081,JBabzVoc
3218,0.4209,mllbNrBz
3219,0.2853,KKCGHmrM
3220,0.8407,zhSqCKJC
3221,0.3377,oqTlOUXO
3222,0.9639,VBiNwCVC
3223,0.489,uDHhmanm
3224,0.2553,sqvPAMXn
3225,0.3929,zeclxriw
3226,0.3996,gspAfOne
3227,0.4394,CKKKUdCg
3228,0.3069,VSTdAiMb
3229,0.3328,rGtsnMAm
3230,0.5066,nSORmxZP
3231,0.1984,TJGqZSsv
3232,0.424,aZSeXHhz
3233,0.1498,lBPyngfS
3234,0.9659,xTkPmtOc
3235,0.5809,RGbPkbLD
3236,0.4064,VsCdvKnU
3237,0.7736,boBnoTXQ
3238,0.0339,JizDLDTg
3239,0.8113,EsoMwrhe
3240,0.7419,KRKswyia
3241,0.012,vWUULdZk
3242,0.306,EOKqjqgv
3243,0.2129,lioMFLJJ
3244,0.0462,eaCXgLoI
3245,0.4485,XMmSTOWp
3246,0.2818,KSjKHUmL
3247,0.7739,OUUkliBy
3248,0.3592,vzZgkVvq
3249,0.2739,xKeeAgLZ
3250,0.8358,SXXJBEdL
3251,0.002,LgZgpunL
3252,0.0817,fEAdDspM
3253,0.302,VlMOACHr
3254,0.7104,mZIYDRLx
3255,0.0565,DUGriWiN
3256,0.7271,CbYNvDEF
3257,0.6658,vbCsLkZR
3258,0.6466,sdpNIgfL
3259,0.8291,jZyRMRbc
3260,0.246,BdGNvLNN
3261,0.9392,lbPPKDUA
3262,0.273,oiKwLCSW
3263,0.176,vdyoSQuw
3264,0.4271,uJeFifZo
3265,0.4766,sSPkrghj
3266,0.975,uZllRuXn
3267,0.1718,WXlaVNZx
3268,0.7753,nNMleAhh
3269,0.465,MtgKkNDZ
3270,0.0618,PRTuWvWk
3271,0.4926,lZgBsuOO
3272,0.2309,hOSlJjNk
3273,0.0353,QLQMLcCE
3274,0.1426,kWbMakmN
3275,0.6828,GBQkouNe
3276,0.36,zCVolfBK
3277,0.6263,NJfXDuaY
3278,0.6278,pRspRhtI
3279,0.5394,lGipqLGx
3280,0.6477,ZFBskLgZ
3281,0.2134,PbFFFVJA
3282,0.2177,kKbiEtEJ
3283,0.964,POJLgawT
3284,0.7364,BHNuxZzy
3285,0.8708,REBmDsGU
3286,0.001,BjhyifsN
3287,0.242,JpDZlFFV
3288,0.289,kDqMvwIt
3289,0.0745,dzbhSahP
3290,0.4677,kIlMiMIx
3291,0.7198,QiLoAnlY
3292,0.4261,uPEbaCwL
3293,0.7273,MkSiqWxN
3294,0.8866,GkyssWeZ
3295,0.795,OGbkfvVO
3296,0.6569,tXfoNQLv
3297,0.9614,RnzlXmwC
3298,0.057,OULgXbrw
3299,0.9184,ejCUMxEV
3300,0.5397,mxmncQAG
3301,0.5034,uMdmADEI
3302,0.2804,PXiWpTsB
3303,0.5949,jfQJuQAd
3304,0.5211,crqGtapP
3305,0.2119,uwxMEITw
3306,0.1863,grZmDJKY
3307,0.5512,vAWdDHcR
3308,0.1226,BllgCLIa
3309,0.8149,AqaSirSk
3310,0.5187,fTbjpsyY
3311,0.0926,tcMIepDE
3312,0.1897,uOtTrDIM
3313,0.5931,RDBewIda
3314,0.0115,qXFkiRXD
3315,0.7154,OWtzVfvh
3316,0.591,khNosYcT
3317,0.8596,QccZlTdW
3318,0.496,BsixCufJ
3319,0.8963,ZVPMLHVZ
3320,0.5919,RXwzefCc
3321,0.6432,CUIgIHlJ
3322,0.8438,WkjsTAzL
3323,0.1357,whfoIFCJ
3324,0.7011,ZQRTKGDv
3325,0.5476,Ysrehclv
3326,0.5189,vofJCanP
3327,0.4071,cCdFVnPC
3328,0.2361,wqoTbvEQ
3329,0.7402,RVbRKxrw
3330,0.5575,JHVsIzhZ
3331,0.0782,hGaGxSHV
3332,0.1791,SJGovueF
3333,0.3454,cuSohYuy
3334,0.2935,LUqVhOJg
3335,0.8066,XeNuNCwN
3336,0.3084,BoWTEGOv
3337,0.6505,gtizzJcd
3338,0.3639,WXkLhhjk
3339,0.1514,RubBMBGF
3340,0.8786,xfXcOasM
3341,0.2277,keLAtvrX
3342,0.6237,ohhLKaeh
3343,0.8782,onMLPoKP
3344,0.281,bUWzlKPk
3345,0.8428,yRECJpNf
3346,0.1148,WhezWTUA
3347,0.5022,HXPDhqYr
3348,0.4632,ONwlrAxo
3349,0.9442,sglKAXhM
3350,0.9921,QhqMgqrd
3351,0.4659,BCjbcmrl
3352,0.7362,jYiZwytt
3353,0.0443,gCzqKAeI
3354,0.0556,ykJQLusj
3355,0.3714,NhgIbRLW
3356,0.2569,XlHgPeVs
3357,0.5909,TtpKqWlE
3358,0.6123,yQJslmoE
3359,0.4509,GRyeNMPp
3360,0.2945,FzMCsCvd
3361,0.5307,ARyuXZQg
3362,0.3664,EznxYlgU
3363,0.5834,cVlijTqC
3364,0.9294,wpkgqWMU
3365,0.2183,uyxLzaau
3366,0.4111,ZNuaYtLi
3367,0.9925,SgYOHgEW
3368,0.8587,ASByPNgn
3369,0.7904,FkapOHZw
3370,0.1661,NUuYbosm
3371,0.1817,nVkrQoTD
3372,0.1125,BqSwfYjb
3373,0.3888,mCeNaDLl
3374,0.3763,GBevrssZ
3375,0.5525,GtWiGzNV
3376,0.2086,SkJrzzxB
3377,0.4762,tkOwkOen
3378,0.5956,ElQCXHPj
3379,0.7866,SjFaQSfT
3380,0.0332,dlfqYqjk
3381,0.9718,zidZFeSB
3382,0.3938,PtQQQKaR
3383,0.9808,IDeZzBVt
3384,0.6131,DymxYEuc
3385,0.1812,kjpJcAuD
3386,0.9809,UVGyINsV
3387,0.4439,kNzagrJe
3388,0.9651,JkQLSaYw
3389,0.3403,AJTJvdWB
3390,0.6736,yWAZyRVE
3391,0.8293,XVZvozik
3392,0.49,RIUNsuTn
3393,0.3348,xMunEnxe
3394,0.3536,GMoxnqbH
3395,0.2532,OmzFaLJM
3396,0.6111,qlGrbwQo
3397,0.8669,bYBtBkBW
3398,0.5803,jFmFpMcV
3399,0.8114,blkYTeaT
3400,0.2184,QKRqcMhs
3401,0.2305,BGwkpuow
3402,0.6917,ZXuwblSh
3403,0.4857,QDyfEOKN
3404,0.2837,QcejzcPf
3405,0.8739,ruYnTyGk
3406,0.1963,mRwnlqSt
3407,0.7058,yESbQrNH
3408,0.1834,bNbuBrNd
3409,0.0852,RKJgijTu
3410,0.0949,lfjysHBp
3411,0.6722,KYVmvAaV
3412,0.505,YzdcPvHg
3413,0.03,wcbxkBHw
3414,0.7308,AkanRslW
3415,0.3286,oJTTGyAF
3416,0.1891,TCQmIuZm
3417,0.9482,wMqGRXZU
3418,0.5508,IUZEbZYb
3419,0.6263,taLrwGcM
3420,0.159,RHUFFGtl
3421,0.9594,QimSunam
3422,0.4402,HgsPRPJk
3423,0.1634,gTGseYqb
3424,0.128,eXhcZSWg
3425,0.9086,pTObmYVs
3426,0.5307,KlAxQFUE
3427,0.5254,MoLHrBfS
3428,0.5358,zSjAhWSE
3429,0.8681,frTsyvBB
3430,0.7238,rrccADLS
3431,0.6206,RnAuJrQN
3432,0.5125,oMURMAhn
3433,0.4072,pmrxSEsO
3434,0.6013,PWtrASAL
3435,0.664,xOpNxzzt
3436,0.8739,tTglxSMQ
3437,0.2483,EGadorsZ
3438,0.5474,qJvUVRfw
3439,0.1975,DOIzislU
3440,0.9301,OwnMbpOV
3441,0.9857,zJukdotf
3442,0.6276,ozWQcosC
3443,0.7903,sGrRWPXw
3444,0.5582,YltYIKSv
3445,0.509,DOsaZMeA
3446,0.7591,ckytryqi
3447,0.6257,EElCUOGY
3448,0.8703,IvBXTZCH
3449,0.0244,etPCFetk
3450,0.0437,vcFjJmlD
3451,0.243,EjaImDxi
3452,0.6549,XDFBoWBN
3453,0.4122,xvMoRham
3454,0.5125,epMvpoLv
3455,0.2748,byDNNNFw
3456,0.2396,EHAJCxSo
3457,0.5665,qBIpXtFZ
3458,0.569,KmQrwqhF
3459,0.0102,htPNSWPn
3460,0.9552,uvZBXgZj
3461,0.1391,OhIHYHnD
3462,0.1374,UlkzDoZJ
3463,0.0643,AzpTBqAc
3464,0.2655,rEJVqOIH
3465,0.6661,PtPADaUr
3466,0.8497,guMHnnFl
3467,0.4142,lytfYsTP
3468,0.1776,dhYAxxft
3469,0.0507,qGeYsXbr
3470,0.3741,flTCcenj
3471,0.1856,jDTywKkS
3472,0.6716,JcokCacZ
3473,0.8004,GeQcsgen
3474,0.4591,ROVENsFr
3475,0.1327,ajGwXPlU
3476,0.5038,kqTGyULg
3477,0.0401,dEhUhuEo
3478,0.8036,kxoxYioe
3479,0.1263,oPjwsSjk
3480,0.0864,vsAvhxrh
3481,0.4569,hcmGycxq
3482,0.0077,UsMRJwzw
3483,0.0027,yddjKetT
3484,0.5988,QYsPDlKm
3485,0.6296,tBMKYTvy
3486,0.0561,xphfBbou
3487,0.2651,MOGJMDhb
3488,0.0688,OVqpAOfF
3489,0.1904,usmYkmqK
3490,0.3683,pyTaQUgO
3491,0.2635,xxHhOaYo
3492,0.0615,QrKGCJPS
3493,0.9204,GDyxRCtf
3494,0.3786,xbFzMYOm
3495,0.7635,dcssQetN
3496,0.1892,LdEZtHbF
3497,0.8166,LcsLGWTR
3498,0.9791,rkRyISZS
3499,0.0067,njaBHwHL
3500,0.4502,EQvNYRIO
3501,0.8191,dDASMbFW
3502,0.2203,REdoDQdy
3503,0.049,khJIBrRI
3504,0.6903,yQSOeIyK
3505,0.5065,TfDwIMVp
3506,0.0282,zkqEuPJZ
3507,0.8174,hsQRYtmW
3508,0.8339,WIPLOFsc
3509,0.3569,wMTLvysg
3510,0.1307,fLnxYzFt
3511,0.9849,WIXIpBtF
3512,0.5903,NjhbekKU
3513,0.4258,EhQfevEj
3514,0.3696,JldNylqu
3515,0.1326,PLymrrwi
3516,0.1358,JOXnAfDu
3517,0.8545,EptxDigE
3518,0.0827,HArWPDoL
3519,0.844,tNHqYKzz
3520,0.845,epdgppqs
3521,0.5029,KdrsShYi
3522,0.6189,AMjESxsv
3523,0.8821,nkfBUPYP
3524,0.5371,quNlVHoP
3525,0.0604,LahzMyGs
3526,0.8415,hVaSPATF
3527,0.6113,WHliSGmx
3528,0.9532,kpAGfqzS
3529,0.2996,tceYvRTi
3530,0.1874,RrqviVXR
3531,0.3417,nuKiIDaR
3532,0.0834,xIluVVPW
3533,0.8332,nJLccPWB
3534,0.9853,cEOfjgnN
3535,0.0854,jViGzutc
3536,0.6074,wIeMVojJ
3537,0.4348,sPhrWPdV
3538,0.6966,TCwFILCD
3539,0.7039,jPEiQSHf
3540,0.2831,DVoffaeQ
3541,0.9615,KuEjgSvh
3542,0.9058,RQbxUhGA
3543,0.3027,pGAXuspd
3544,0.5425,yWFmuUrF
3545,0.1018,vXKDZYjh
3546,0.1137,IUfdqhfu
3547,0.8778,NUmjnLag
3548,0.8814,TVuXyemO
3549,0.01,hmRNnmwP
3550,0.8135,ybOGMHGI
3551,0.59,BHVwuycC
3552,0.8765,SzgcHjpJ
3553,0.0205,RKTtdJQN
3554,0.7147,zVoyYrjs
3555,0.8854,wQZEkjZw
3556,0.7239,NLEqjCfC
3557,0.795,AjtjIiRC
3558,0.4265,bUMcjTsV
3559,0.7733,mBFEdewE
3560,0.1871,ejmKLsQZ
3561,0.9967,ayaDVUDI
3562,0.6094,PuOxAKvN
3563,0.2377,WQVsFQCM
3564,0.2779,iUErkRjb
3565,0.3274,dpEkJfMW
3566,0.0995,FzrIYPwu
3567,0.3555,FXrbdmTV
3568,0.1407,nvKROyXc
3569,0.7094,TQiGChed
3570,0.7925,BGLNsSJM
3571,0.8516,qhQdiMXw
3572,0.7574,zQdpRkZf
3573,0.0161,BuYcwNOE
3574,0.2594,RbQBAaKp
3575,0.9518,LJVgApKb
3576,0.0872,cAYdGyxP
3577,0.1916,NoFyVaIY
3578,0.2801,HInLpgcs
3579,0.8708,PpudGfgr
3580,0.334,MDgLNZJg
3581,0.232,XwSKgetO
3582,0.7108,PFNWCLVQ
3583,0.4911,ywtdAydP
3584,0.6065,eYlxHioy
3585,0.0388,sEqMvARH
3586,0.7904,RlfCJzYI
3587,0.7789,LcGPszqr
3588,0.1927,DNCqILbU
3589,0.8272,FNExJqbv
3590,0.5166,SUaYMYds
3591,0.4586,IjJsJsrl
3592,0.3196,oNbNVKJx
3593,0.6985,ABYETHUh
3594,0.9734,fWMxhIWb
3595,0.7561,qNdgjuJt
3596,0.4918,KUoXbKqw
3597,0.4835,BnoXgpQX
3598,0.0593,nCyfagyO
3599,0.2309,iycopObm
3600,0.308,twBZTInQ
3601,0.6793,NHcPlZPx
3602,0.5948,MWDnRiyo
3603,0.5274,fWjewYmm
3604,0.8141,VJQfOite
3605,0.8169,cmmNoLiU
3606,0.8061,ybQYJkhe
3607,0.6494,igQnHfRU
3608,0.6401,bafMHkOs
3609,0.1286,dJnHwWIX
3610,0.7483,tknhOgRf
3611,0.6854,IGLqMvKB
3612,0.851,rkNZqYug
3613,0.6412,tBoFQIYj
3614,0.1915,kCEQAKXM
3615,0.6286,TiArWzcz
3616,0.6657,eJUQQsOQ
3617,0.9121,soKzzoVD
3618,0.2645,EbwPcaDT
3619,0.9239,uCgMxPPz
3620,0.5937,OQDUSHtE
3621,0.1397,bSbisQsk
3622,0.4351,ewDZSQhG
3623,0.2529,bDuhIUfy
3624,0.2013,JOltHmJK
3625,0.5845,mHABXWxD
3626,0.1553,WwOzVDLr
3627,0.7984,FMsGRMTj
3628,0.7251,LzTJSPwf
3629,0.2286,SWoblYuI
3630,0.1293,uyVobIYo
3631,0.923,rteCmega
3632,0.0065,hTgLiyHJ
3633,0.3385,sPWYXxWv
3634,0.4815,okkKlNQZ
3635,0.4568,MgwYFOEe
3636,0.9585,gatzNdkG
3637,0.2514,ZBXDOYWr
3638,0.8746,dUyfbjDD
3639,0.0655,xbQZcGRy
3640,0.85,VfgykXWM
3641,0.5172,cYiJIZFR
3642,0.6967,BvLadhbI
3643,0.4776,TXgENojF
3644,0.6432,qvbmdrGO
3645,0.6238,LXfsPbia
3646,0.9359,BcwaFWya
3647,0.9547,MglbxGwH
3648,0.5157,OqJrZEDf
3649,0.3353,pRwUuGJg
3650,0.178,wrCgNgqY
3651,0.226,CNqcXnuf
3652,0.8767,nkpTSVfO
3653,0.9215,LUxYwUDT
3654,0.4195,ARWUXBxG
3655,0.9577,euQwHYpe
3656,0.4476,mEBUlydi
3657,0.575,TfMsIBhU
3658,0.9822,ZwawpzEu
3659,0.0683,AxuEZUUh
3660,0.0502,YOXIXiXY
3661,0.7763,gsUZZimb
3662,0.7804,xADOfmKj
3663,0.7756,taCLaTVQ
3664,0.2129,HcXbUnQY
3665,0.8218,vIgAwWnU
3666,0.6021,STPQbzcc
3667,0.4987,WfomTbco
3668,0.5913,LIZUouwI
3669,0.6369,StAKwTVU
3670,0.7079,PRMntAwB
3671,0.2905,CzdiATGn
3672,0.7258,FAjknDei
3673,0.205,lTRBRVgD
3674,0.0238,xQlYIaLX
3675,0.2586,OvWzsRnM
3676,0.4647,KupvElef
3677,0.6856,MtHzOIxQ
3678,0.9322,QLuSyuDg
3679,0.5001,MrHEqTWd
3680,0.3638,oGBBEAZy
3681,0.2991,oiwJCKvF
3682,0.5949,BOmBOodP
3683,0.1397,vXkbiTnc
3684,0.089,KZQmQUff
3685,0.8689,nbsAqBqg
3686,0.2895,hurovxnx
3687,0.9537,kdxDCHxW
3688,0.6567,rYXVwTIk
3689,0.841,LDKMwnyB
3690,0.1409,XucgFEfQ
3691,0.735,gSWpyKik
3692,0.8017,JBhBsgYx
3693,0.4341,DRUcQaIW
3694,0.8492,QFdOGSMS
3695,0.8367,jXxfgOPH
3696,0.5721,GUMtQQLv
3697,0.1829,buwlPFZs
3698,0.5219,oMtqJeom
3699,0.6432,qXEBoIUd
3700,0.8841,BjXcoaXF
3701,0.7375,mjcEWDPb
3702,0.265,aWkbGyfC
3703,0.2356,rJWgTyHz
3704,0.3546,nuwxylqC
3705,0.1067,yfVvfUml
3706,0.7719,Mgnychdd
3707,0.6417,knSHDwyS
3708,0.5396,FUAUQylT
3709,0.565,RFFcxfFh
3710,0.4416,FDOqIeoj
3711,0.7898,eWjjRKSL
3712,0.3252,eaonuTup
3713,0.2103,iOQvehJY
3714,0.7075,GyhVXuAq
3715,0.4618,cGUVVqzc
3716,0.916,jNlaEUIl
3717,0.9755,rMwXWUot
3718,0.4132,yCqybpPH
3719,0.2202,LQsPNvSo
3720,0.8223,dpvkgqkY
3721,0.7563,QAfLZuJs
3722,0.817,sErvcWVV
3723,0.2287,lMhDuonh
3724,0.0087,iYgensVG
3725,0.8392,kHlucdhw
3726,0.214,jScePiEh
3727,0.0161,OsNqYjhF
3728,0.3693,eZIWDUCb
3729,0.8053,JIQkcCCl
3730,0.9987,pzxGcYAq
3731,0.3992,YtqDwJaY
3732,0.6338,kviJsLBr
3733,0.1808,OwDPtDSk
3734,0.9131,hxQzGpRv
3735,0.5403,LLycJykI
3736,0.241,HTYvfsWp
3737,0.7289,uCYTuACN
3738,0.7462,KXXGiYFZ
3739,0.8895,NJPHVsBw
3740,0.7073,veIoSYlI
3741,0.8688,CCgEjyEP
3742,0.6454,PkYFOGFP
3743,0.0911,JiWbueNj
3744,0.0059,hEslWmQH
3745,0.6857,JpaCezjg
3746,0.5948,wjRjsaSm
3747,0.6631,xHuDJaaf
3748,0.5818,ZMXtrXlN
3749,0.939,SBnlSVzt
3750,0.0727,ozwfyGUJ
3751,0.4522,ghYVRcGI
3752,0.7328,BSCLoLHj
3753,0.2049,fIatFKjK
3754,0.5464,hMsKtsIc
3755,0.164,lfyspBVl
3756,0.8905,zbMexfPZ
3757,0.4683,RBMXaqrA
3758,0.8747,NwmaiFpz
3759,0.8069,XkSoJskF
3760,0.281,dIbqqBAi
3761,0.2912,WxmznxzM
3762,0.5591,LZHuIRrA
3763,0.3219,LaziiHZm
3764,0.7251,CDgJVgse
3765,0.1577,QnwktbUF
3766,0.3639,jcqdyLoX
3767,0.802,LxIosQww
3768,0.5102,vkIiXPRx
3769,0.6602,bHCemZBE
3770,0.9139,fNRQrvPu
3771,0.439,UErnubzD
3772,0.7901,xpdUTyPg
3773,0.1526,kaKslxTw
3774,0.6571,qjhGsEJB
3775,0.5241,COsAjxiF
3776,0.9496,lLKUGiUb
3777,0.8156,mAIkFBNo
3778,0.286,hxEmLuJg
3779,0.2397,eMvxiYyr
3780,0.9806,lmqauiSv
3781,0.1944,odnTeukT
3782,0.9849,jTliTCjl
3783,0.3644,bosPgVHp
3784,0.2709,pheynDpD
3785,0.4781,pNeCLjGp
3786,0.2376,ftifYvNH
3787,0.1736,nujFAwnL
3788,0.3232,HGBzNDgm
3789,0.0021,yQnZHPlo
3790,0.8834,jJmryUiq
3791,0.1966,dLenYVmy
3792,0.64,QtikcQdn
3793,0.4158,wMEfbQEv
3794,0.75,VFThSdVF
3795,0.7001,brwSneEf
3796,0.9004,qhZecVNj
3797,0.9828,iWGvZSYH
3798,0.1128,iCUnKChb
3799,0.4621,utFHYAnb
3800,0.0617,deRhuHlz
3801,0.2467,RVdYEiKR
3802,0.7399,KFxqywUU
3803,0.7023,FilrzDIF
3804,0.5346,RuwyLftl
3805,0.2726,IfaoSDYr
3806,0.8085,MTBNGGYw
3807,0.0151,GkpyVazR
3808,0.7972,eepuItRo
3809,0.1038,bOSrpAZF
3810,0.2341,vmiomONX
3811,0.3309,QLvJsOxl
